   ,DRUG_CODE,DRUG_SPEC,FIRM_ID,UNITS,TRADE_PRICE,RETAIL_PRICE,AMOUNT_PER_PACKAGE,MIN_SPEC,MIN_UNITS,CLASS_ON_INP_RCPT,CLASS_ON_OUTP_RCPT,CLASS_ON_RECKONING,SUBJ_CODE,CLASS_ON_MR,START_DATE,STOP_DATE,MAX_RETAIL_PRICE,GMP,CGLX
2549,1300003800,40mg*7,北京诺华,盒,28.58,32.867,7,40mg,粒,A,A,A01,A01,C,2011/3/30 19:53,2011/8/9 17:00,,Y,4
2550,1600001000,5mg,广东南国,片,0.0128,0.0128,1,5mg,片,A,A,A01,A01,C,2011/3/30 19:55,2015/8/6 17:00,,Y,4
2551,1600001000,5mg*100,广东南国,盒,1.28,1.47,100,5mg,片,A,A,A01,A01,C,2011/3/30 19:55,2011/6/2 15:36,,Y,4
2552,500002500,1片,江苏鹏鹞,片,0.0156,0.0156,1,1片,片,A,A,A01,A01,C,2011/3/30 19:55,,,Y,4
2553,500002500,1片*100,江苏鹏鹞,片,1.56,1.79,100,1片,片,A,A,A01,A01,C,2011/3/30 19:55,2011/5/25 16:42,,Y,4
2554,1300001600,2.5mg,北京诺华,片,4.0207,4.6237,1,2.5mg,片,A,A,A01,A01,C,2011/3/30 19:56,2011/8/31 23:59,,Y,4
2555,1300001600,2.5mg*30,北京诺华,片,120.62,138.71,30,2.5mg,片,A,A,A01,A01,C,2011/3/30 19:56,2011/5/18 9:55,,Y,4
2556,900001000,1mg*60,江苏天士力,瓶,0.02,0.02,1,1mg*60,瓶,A,A,A01,A01,C,2011/3/30 19:56,,,Y,4
2557,900001000,1mg*60*100,江苏天士力,瓶,2,2,100,1mg*60,瓶,A,A,A01,A01,C,2011/3/30 19:56,,,Y,4
2558,700003100,5mg,天津天药,片,3.5,4.03,1,5mg,片,A,A,A01,A01,C,2011/3/30 20:05,2011/6/15 16:15,,Y,4
2559,1200005100,10mg,江西汇仁,片,11.12,12.79,1,10mg,片,A,A,A01,A01,C,2011/3/30 20:06,2012/11/13 16:38,,Y,4
2560,1803002100,0.35g*100,黑龙江葵花,瓶,13.75,13.75,100,0.35g,片,A,A,A01,A01,C,2011/3/30 20:25,,,Y,4
2561,800005100,500wu,天津华力达,支,63.14,63.14,1,500wu,支,A,A,A01,A01,C,2011/3/30 20:34,,,Y,4
2562,2000844600,0.5g/6g,广东一方,包,1.48,1.924,1,0.5g/6g,包,C,C,A03,A03,E,2011/12/22,2016/7/12 16:28,,Y,4
2563,1300005800,10mg,山东方明,片,0.0132,0.0132,1,10mg,片,A,A,A01,A01,C,2011/4/16 10:39,,,Y,4
2564,1300005800,10mg*100,山东方明,片,1.32,1.52,100,10mg,片,A,A,A01,A01,C,2011/4/16 10:39,2011/4/16 10:49,,Y,4
2565,1700008500,5ml,邯郸康业,支,8.61,8.61,1,5ml,支,A,A,A01,A01,C,2011/7/12 15:57,,,Y,4
2566,1900057304,1g,安徽省亳州,克,26.8571,33.5714,1,1g,克,C,C,A03,A03,E,2011/9/30 16:58,,,Y,4
2567,1900057304,1g*1000g,安徽省亳州,千克,26857.1,33571.4,1000,1000g,克,C,C,A03,A03,E,2011/9/30 17:00,,,Y,4
2568,101001800,1.0g,深圳九新,瓶,44,44,1,1.0g,瓶,A,A,A01,A01,C,2011/12/8 10:07,,,Y,4
2569,1300000300,250ml,山东齐都,袋,21,21,1,250ml,袋,A,A,A01,A01,C,2011/12/8 10:10,,,Y,4
2570,800006300,25mg*50,台山市化学,盒,215,215,50,25mg,粒,A,A,A01,A01,C,2012/5/9 14:32,,,Y,4
2571,800006300,25mg,台山市化学,粒,4.3,4.3,1,25mg,粒,A,A,A01,A01,C,2012/5/9 14:32,,,Y,4
2572,1700001800,5ml:25mg,宁夏康亚,支,26.02,26.02,1,5ml:25mg,支,A,A,A01,A01,C,2012/5/24 8:19,,,Y,4
2573,400002100,2.5mg*100,天津力生,瓶,6.38,6.38,100,2.5mg,片,A,A,A01,A01,C,2012/5/25 9:00,,,,4
2574,400002100,2.5mg,天津力生,片,0.0638,0.0638,1,2.5mg,片,A,A,A01,A01,C,2012/5/25 9:00,,,,4
2575,1300005000,1.0g,海口奇力,瓶,89.37,89.37,1,1.0g,瓶,A,A,A01,A01,C,2012/5/25 11:04,,,Y,4
2576,1100002500,1片*100,国药集团药,瓶,6.2,6.2,100,1片,片,A,A,A01,A01,C,2012/5/25 16:45,2015/2/12 16:46,,Y,4
2577,1100002500,1片,国药集团药,片,0.062,0.062,1,1片,片,A,A,A01,A01,C,2012/5/25 16:45,2015/2/12 16:46,,Y,4
2578,1300009300,100ml:80mg,山东华鲁,瓶,30.3,34.85,1,100ml:80mg,瓶,A,A,A01,A01,C,2012/10/10 8:12,2013/7/18 17:00,,Y,4
2579,1802009200,5mg*36,华北制药,盒,60.51,60.51,36,5mg,片,A,A,A01,A01,C,2012/12/21 9:11,,,Y,4
2580,1802009200,5mg,华北制药,片,1.6808,1.6808,1,5mg,片,A,A,A01,A01,C,2012/12/21 9:11,,,Y,4
2581,1200002200,50mg:10ml,上海现代,支,1.85,1.85,1,50mg:10ml,支,A,A,A01,A01,C,2012/12/21 9:13,,,Y,4
2582,800001400,0.2g, 法国礼来,瓶,429.57,429.57,1,0.2g,瓶,A,A,A01,A01,C,2012/12/21 9:15,,,Y,4
2583,700002700,10mg*50,德国墨克,盒,28.78,28.78,50,10mg,片,A,A,A01,A01,C,2013/2/25 8:31,2015/2/12 16:51,,Y,4
2584,700002700,10mg,德国墨克,片,0.5756,0.5756,1,10mg,片,A,A,A01,A01,C,2013/2/25 8:31,2015/2/12 16:51,,Y,4
2585,101010700,2.0g,哈药集团厂,瓶,11.55,11.55,1,2.0g,瓶,A,A,A01,A01,C,2013/2/25 9:18,,,Y,4
2586,101000300,0.5g*10,山西三九,盒,18.26,18.26,10,0.5g,片,A,A,A01,A01,C,2013/3/19 10:06,,,Y,4
2587,101000300,0.5g,山西三九,片,1.826,1.826,1,0.5g,片,A,A,A01,A01,C,2013/3/19 10:06,,,Y,4
2588,700007600,0.5g,上海施贵宝,片,0.8463,0.9733,1,0.5g,片,A,A,A01,A01,C,2013/3/19 15:40,2013/3/19 15:49,,Y,4
2589,700007600,0.5g*30,上海施贵宝,盒,25.39,29.2,30,0.5g,片,A,A,A01,A01,C,2013/3/19 15:40,2013/3/19 15:49,,Y,4
2590,700007600,0.5g*20,上海施贵宝,盒,25.39,25.39,20,0.5g,片,A,A,A01,A01,C,2013/3/19 15:50,,,Y,4
2591,700007600,0.5g,上海施贵宝,片,1.2695,1.2695,1,0.5g,片,A,A,A01,A01,C,2013/3/19 15:50,,,Y,4
2592,1300006900,400ug:2ml,上海旭东海,支,5.1,5.1,1,400ug:2ml,支,A,A,A01,A01,C,2013/3/27 17:00,2015/7/3 15:29,,,4
2593,1500004700,18mg,山东阿华,支,2317.35,2317.35,1,18mg,支,A,A,A01,A01,C,2013/4/27 8:34,,,Y,4
2594,700003400,1mg,重庆康刻尔,片,0.784,0.784,1,1mg,片,A,A,A01,A01,C,2011/4/12 9:39,,,Y,4
2595,700003400,1mg*20,重庆康刻尔,盒,15.68,15.68,20,1mg,片,A,A,A01,A01,C,2011/4/12 9:40,,,Y,4
2596,700001200,400iu:10ml,安徽宏业,支,9.29,10.68,1,400iu:10ml,支,A,A,A01,A01,C,2011/4/16 9:43,2013/6/11 10:40,,Y,4
2597,1900004800,1g*1000,安徽省亳州,千克,310,387.5,1000,1g,克,C,C,A03,A03,E,2014/9/11,,,Y,4
2598,1900006100,1g,江西仁翔药,克,0.1114,0.1393,1,1g,克,C,C,A03,A03,E,2011/4/26 9:20,2014/1/24 17:00,,Y,4
2599,1900006100,1g*1000,江西仁翔药,千克,111.43,139.29,1000,1g,克,C,C,A03,A03,E,2011/4/26 9:20,2014/1/24 17:00,,Y,4
2600,1900008300,1g,江西仁翔,克,0.1043,0.1304,1,1g,克,C,C,A03,A03,E,2011/4/26 9:24,2014/1/21 9:12,,Y,4
2601,1900004800,1g,安徽省亳州,克,0.31,0.3875,1,1g,克,C,C,A03,A03,E,2014/9/11,,,Y,4
2602,1900008300,1g*1000,江西仁翔,千克,104.29,130.36,1000,1g,克,C,C,A03,A03,E,2011/4/26 9:24,2014/1/21 9:12,,Y,4
2603,1900021000,1g,安徽省亳州,克,0.05,0.0625,1,1g,克,C,C,A03,A03,E,2011/4/26 9:29,2014/2/28 9:35,,Y,4
2604,1900021000,1g*1000,安徽省亳州,千克,50,62.5,1000,1g,克,C,C,A03,A03,E,2011/4/26 9:29,2014/2/28 9:35,,Y,4
2605,1900016400,1g,江西仁翔药,克,0.04,0.05,1,1g,克,C,C,A03,A03,E,2011/4/26 9:33,,,Y,4
2606,1900016400,1g*1000,江西仁翔药,千克,40,50,1000,1g,克,C,C,A03,A03,E,2011/4/26 9:33,,,Y,4
2607,101000200,0.25g*12,香港澳美,盒,33.8796,33.8796,12,0.25g,粒,A,A,A01,A01,C,2011/5/25 16:36,,,Y,4
2608,101000400,0.375g,香港澳美,粒,1.4467,1.4467,1,0.375g,粒,A,A,A01,A01,C,2011/5/25 16:37,,,Y,4
2609,102002500,1*12,河北垣利,盒,6.3,6.3,12,1,片,A,A,A01,A01,C,2011/5/25 16:40,,,Y,4
2610,300003900,25mg*100,石家庄集团,盒,2,2,100,25mg,片,A,A,A01,A01,C,2011/5/25 16:41,,,Y,4
2611,101009200,0.25g,浙江丽,粒,7,7,1,0.25g,盒,A,A,A01,A01,C,2011/5/25 16:41,,,Y,4
2612,500002500,1片*100,江苏鹏鹞,瓶,1.56,1.56,100,1片,片,A,A,A01,A01,C,2011/5/25 16:42,,,Y,4
2613,700001700,0.15mg*21,荷兰欧加农,盒,16.14,16.14,21,0.15mg,片,A,A,A01,A01,C,2011/5/25 16:42,,,Y,4
2614,1700006100,0.1g*24,济南康福,盒,2.2,2.2,24,0.1g,片,A,A,A01,A01,C,2011/5/25 16:43,2016/9/23 9:05,,Y,4
2615,1802005900,0.3g,云南云河,粒,0.4667,0.4667,1,0.3g,粒,A,A,A01,A01,C,2011/5/25 16:44,,,Y,4
2616,1600000700,0.1g:10ml,天津金耀,支,0.55,0.63,1,0.1g:10ml,支,A,A,A01,A01,C,2011/5/25 16:46,2011/5/25 16:48,,Y,4
2617,1600000700,0.1g:10ml,天津金耀,支,0.55,0.63,1,0.1g:10ml,支,A,A,A01,A01,C,2011/5/25 16:48,2011/5/25 16:49,,Y,4
2618,1600000700,1.0g:10ml,天津金耀,支,0.55,0.55,1,1.0g:10ml,支,A,A,A01,A01,C,2011/5/25 16:50,,,Y,4
2619,300003800,6g*10,扬子江江苏,盒,11.3,11.3,10,6g,包,A,A,A01,A01,C,2011/5/25 16:55,,,Y,4
2620,700003300,5mg:1ml,上海现代,支,0.24,0.24,1,5mg:1ml,支,A,A,A01,A01,C,2010/12/4 14:33,,,Y,4
2621,1900052200,1g*1000,江西仁翔药,千克,20,25,1000,1g,克,C,C,A03,A03,E,2014/3/14,2014/3/14 17:00,,Y,4
2622,1900052200,1g,江西仁翔药,克,0.02,0.025,1,1g,克,C,C,A03,A03,E,2014/3/14,2014/3/14 17:00,,Y,4
2623,700003400,2.5mg,浙江南洋,片,0.0119,0.0137,1,2.5mg,片,A,A,A01,A01,C,2010/12/4 14:34,2011/4/12 9:39,,Y,4
2624,700003400,2.5mg*100,浙江南洋,盒,1.19,1.37,100,2.5mg,片,A,A,A01,A01,C,2010/12/4 14:34,2011/4/12 9:39,,Y,4
2625,1900052300,1g*1000,安徽省亳州,千克,526,657.5,1000,1g,克,C,C,A03,A03,E,2012/12/23,2014/3/20 13:41,,Y,4
2626,1900052300,1g,安徽省亳州,克,0.526,0.6575,1,1g,克,C,C,A03,A03,E,2012/12/23,2014/3/20 13:41,,Y,4
2627,700003500,10mg:1ml,天津金耀,支,0.19,0.19,1,10mg:1ml,支,A,A,A01,A01,C,2010/12/4 14:35,,,Y,4
2628,1900052400,1g*1000,江西仁翔药,千克,36.5,45.6,1000,1g,克,C,C,A03,A03,E,2013/3/14,2015/8/10 8:53,,Y,4
2629,1900052400,1g,江西仁翔药,克,0.0365,0.0456,1,1g,克,C,C,A03,A03,E,2013/3/14,2015/8/10 8:53,,Y,4
2630,700003500,20mg:1ml,浙江仙琚,支,0.53,0.53,1,20mg:1ml,支,A,A,A01,A01,C,2010/12/4 14:35,2015/2/13 15:47,,Y,4
2631,1900052500,1g*1000,江西仁翔药,千克,39,48.8,1000,1g,克,C,C,A03,A03,E,2013/3/14,2015/2/13 9:31,,Y,4
2632,1900052500,1g,江西仁翔药,克,0.039,0.0488,1,1g,克,C,C,A03,A03,E,2013/3/14,2015/2/13 9:31,,Y,4
2633,800003600,25mg,杭州中美华,粒,5.8832,5.8832,1,25mg,粒,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2634,800003600,25mg*50,杭州中美华,盒,294.16,294.16,50,25mg,粒,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2635,1000000800,400mg,成都诺迪康,支,110.55,110.55,1,400mg,支,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2636,1000001000,20mg:2ml,扬子集体,支,88.66,88.66,1,20mg:2ml,支,A,A,A01,A01,C,2011/1/3 17:00,2014/4/21 9:01,,,4
2637,1000001200,250mg,上海罗氏,片,2.175,2.5013,1,250mg,片,A,A,A01,A01,C,2011/1/3 17:00,2011/8/31 23:59,,,4
2638,1000001200,250mg*40,上海罗氏,盒,87,100.05,40,250mg,片,A,A,A01,A01,C,2011/1/3 17:00,2011/8/31 23:59,,,4
2639,1200000600,20mg*14,山东罗欣,盒,9.49,9.49,14,20mg,粒,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2640,1200004500,10mg:1ml,天津力生,支,0.144,0.144,1,10mg:1ml,支,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2641,1300007900,50mg,上海信谊药,片,0.047,0.047,1,50mg,片,A,A,A01,A01,C,2011/1/3 17:00,2016/5/13 17:00,,,4
2642,1300007900,50mg*100,上海信谊药,瓶,4.7,4.7,100,50mg,片,A,A,A01,A01,C,2011/1/3 17:00,2016/5/13 17:00,,,4
2643,1300008500,5mg,南京白敬宇,片,0.015,0.015,1,5mg,片,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2644,1300008500,5mg*100,南京白敬宇,瓶,1.5,1.5,100,5mg,片,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2645,1400000200,5mg,杭州默沙,片,6.6,7.59,1,5mg,片,A,A,A01,A01,C,2011/1/3 17:00,2013/2/5 17:00,,,4
2646,1400000200,5mg*10,杭州默沙,盒,65.73,75.59,10,5mg,片,A,A,A01,A01,C,2011/1/3 17:00,2013/2/5 17:00,,,4
2647,1400000500,10mg,南京海辰,瓶,21.84,21.84,1,10mg,瓶,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2648,1500000800,4000axaiu:0.4ml,先锋医药,支,36.39,41.85,1,4000axaiu:0.4ml,支,A,A,A01,A01,C,2011/1/3 17:00,2013/8/13 9:58,,,4
2649,1600000200,250ml,四川科伦,袋,3.5,3.5,1,250ml,袋,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2650,1600000200,500ml,四川科伦,袋,3.9,3.9,1,500ml,袋,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2651,1600000300,500ml,湖南科伦,袋,3.9,3.9,1,500ml,袋,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2652,1600000500,250ml,四川科伦,袋,3.5,3.5,1,250ml,袋,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2653,1600000500,500ml,四川科伦,袋,3.9,3.9,1,500ml,袋,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2654,1600000400,100ml,四川科伦,袋,3.1,3.1,1,100ml,袋,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2655,1600000400,250ml,四川科伦,袋,3.5,3.5,1,250ml,袋,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2656,1600000400,500ml,四川科伦,袋,3.9,3.9,1,500ml,袋,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2657,1600000600,500ml:25g,四川科伦,袋,3.9,3.9,1,500ml:25g,袋,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2658,1600001100,100mg,河南润弘,支,0.18,0.18,1,100mg,支,A,A,A01,A01,C,2011/1/3 17:00,2016/12/26 17:00,,,4
2659,1600001600,10ml:1g,江苏正大,支,0.3,0.35,1,10ml:1g,支,A,A,A01,A01,C,2011/1/3 17:00,2011/3/29 22:50,,,4
2660,1600002000,500mg,上海海虹实,片,0.195,0.195,1,500mg,片,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2661,1600002000,500mg*24,上海海虹实,盒,4.68,4.68,24,500mg,片,A,A,A01,A01,C,2011/1/3 17:00,,,,4
2662,1600000700,0.1g:10ml,天津金耀,支,0.55,0.63,1,0.1g:10ml,支,A,A,A01,A01,C,2011/1/3 10:07,2011/5/25 16:46,,Y,4
2663,1600000700,0.1g:10ml,常州兰陵,支,0.452,0.52,1,0.1g:10ml,支,A,A,A01,A01,C,2011/1/3 10:07,2011/4/26 10:57,,Y,4
2664,400002400,10mg:2ml,天津金耀,支,3.85,4.4,1,10mg:2ml,支,A,A,A01,A01,C,2011/1/3 10:11,2011/3/29 22:00,,Y,4
2665,1803005700,0.5g*40s,陕西东泰,盒,46.5,46.5,1,0.5g*40s,盒,A,A,A01,A01,C,2011/1/3 10:29,,,Y,4
2666,1200001200,15mg*14,湖北潜龙,盒,53.3428,61.34,14,15mg,粒,A,A,A01,A01,C,2010/12/4 15:30,2011/9/10 17:00,,Y,4
2667,900000500,4mg,江苏鹏鹞,片,0.011,0.011,1,4mg,片,A,A,A01,A01,C,2010/12/4 15:30,,,Y,4
2668,900000500,4mg*100,江苏鹏鹞,瓶,1.1,1.1,100,4mg,片,A,A,A01,A01,C,2010/12/4 15:30,,,Y,4
2669,1900055900,1g*1000,江西仁翔药,千克,51.43,64.2875,1000,1g,克,C,C,A03,A03,E,2010/12/4 15:30,,,Y,4
2670,1900055900,1g,江西仁翔药,克,0.0514,0.0643,1,1g,克,C,C,A03,A03,E,2010/12/4 15:30,,,Y,4
2671,1200001100,30mg,江苏奥赛康,支,102.14,117.46,1,30mg,支,A,A,A01,A01,C,2010/12/4 15:30,2012/5/10 8:30,,Y,4
2672,1900056000,1g*1000,安徽省亳州,千克,11.43,14.2875,1000,1g,克,C,C,A03,A03,E,2010/12/4 15:32,,,Y,4
2673,1900056000,1g,安徽省亳州,克,0.0114,0.0143,1,1g,克,C,C,A03,A03,E,2010/12/4 15:32,,,Y,4
2674,1200001000,40mg,瑞阳制药,支,18.5,18.5,1,40mg,支,A,A,A01,A01,C,2010/12/4 15:32,2014/9/1 17:00,,Y,4
2675,1200001000,80mg,沈阳东宇,瓶,29.57,29.57,1,80mg,瓶,A,A,A01,A01,C,2010/12/4 15:32,2015/8/31 14:32,,Y,4
2676,900000600,2mg,重庆科瑞,片,0.0433,0.0433,1,2mg,片,A,A,A01,A01,C,2010/12/4 15:33,2017/4/1 16:01,,Y,4
2677,900000600,2mg*100,重庆科瑞,瓶,4.33,4.33,100,2mg,片,A,A,A01,A01,C,2010/12/4 15:33,2017/4/1 16:02,,Y,4
2678,1700000700,10g,海南长发,支,22.44,22.44,1,10g,支,A,A,A01,A01,C,2010/12/3 16:19,,,Y,4
2679,1700000600,25g:2.5g,上海运佳,支,2.2,2.2,1,25g:2.5g,支,A,A,A01,A01,C,2010/12/3 16:20,,,Y,4
2680,1700000500,14g,惠氏制药,支,37.64,43.29,1,14g,支,A,A,A01,A01,C,2010/12/3 16:21,2011/8/31 23:59,,Y,4
2681,1700000400,5g:5mg,天津药业集,支,6.46,6.46,1,5g:5mg,支,A,A,A01,A01,C,2010/12/3 16:22,,,Y,4
2682,1700000300,15mg:15g,上海永裕,支,43.16,43.16,1,15mg:15g,支,A,A,A01,A01,C,2010/12/3 16:23,,,Y,4
2683,101006500,0.25g,常州兰陵,粒,1.3458,1.3458,1,0.25g,粒,A,A,A01,A01,C,2010/12/3 19:43,,,Y,4
2684,101006500,0.25g*12,常州兰陵,盒,16.1496,16.1496,12,0.25g,粒,A,A,A01,A01,C,2010/12/3 19:43,,,Y,4
2685,1900000500,1g,安徽省亳州,克,1.7,2.125,1,1g,克,C,C,A03,A03,E,2013/4/6,2013/12/17 17:00,,Y,4
2686,101006700,0.2g,扬子集体,支,19.95,22.94,1,0.2g,支,A,A,A01,A01,C,2010/12/3 19:43,2012/5/2 17:00,,Y,4
2687,1900000600,1g,安徽省亳州,克,0.1786,0.2233,1,1g,克,C,C,A03,A03,E,2013/11/25,2013/12/17 17:00,,Y,4
2688,101006800,100ml:0.25g,山东齐都,袋,14.03,14.03,1,100ml:0.25g,袋,A,A,A01,A01,C,2010/12/3 19:45,,,Y,4
2689,1801002200,0.4g：10ml,北京双鹤,支,2.16,2.16,1,0.4g：10ml,支,A,A,A01,A01,C,2010/12/3 19:45,,,Y,4
2690,1900057301,1g,江西仁翔,克,0.07,0.0875,1,1g,克,C,C,A03,A03,E,2014/6/30,,,Y,4
2691,700002300,160mg*30,上海信谊康,盒,229.12,229.12,30,160mg,片,A,A,A01,A01,C,2011/6/24 15:06,,,Y,4
2692,1200000900,40mg*7,海南中化,盒,31.24,31.24,7,40mg,粒,A,A,A01,A01,C,2011/8/30 17:00,,,,4
2693,1200000900,40mg,海南中化,粒,4.4629,4.4629,1,40mg,粒,A,A,A01,A01,C,2011/8/30 17:00,,,,4
2694,101009400,1.5g,湖北威尔曼,瓶,84.52,84.52,1,1.5g,瓶,A,A,A01,A01,C,2011/8/31 23:59,,,,4
2695,1000000700,200mg*30,江苏恒瑞,盒,10.26,10.26,30,200mg,片,A,A,A01,A01,C,2011/8/31 23:59,2015/8/11 10:45,,,4
2696,1000000700,200mg,江苏恒瑞,片,0.342,0.342,1,200mg,片,A,A,A01,A01,C,2011/8/31 23:59,2015/8/11 10:45,,,4
2697,1000001100,0.05g:5ml,扬子集体,支,7.83,7.83,1,0.05g:5ml,支,A,A,A01,A01,C,2011/8/31 23:59,,,,4
2698,1000001200,250mg*40,上海罗氏,盒,82.09,82.09,40,250mg,片,A,A,A01,A01,C,2011/8/31 23:59,,,,4
2699,1000001200,250mg,上海罗氏,片,2.0523,2.0523,1,250mg,片,A,A,A01,A01,C,2011/8/31 23:59,,,,4
2700,1000001400,30mg:2ml,天津红日,支,72.43,72.43,1,30mg:2ml,支,A,A,A01,A01,C,2011/8/31 23:59,,,,4
2701,1300001600,2.5mg*30,北京诺华,盒,119.13,119.13,30,2.5mg,片,A,A,A01,A01,C,2011/8/31 23:59,,,,4
2702,1300001600,2.5mg,北京诺华,片,3.971,4.5667,1,2.5mg,片,A,A,A01,A01,C,2011/8/31 23:59,2013/7/15 8:45,,,4
2703,1300002500,6mg*30,卫材,盒,11.39,11.39,30,6mg,片,A,A,A01,A01,C,2011/8/31 23:59,,,,4
2704,1300002500,6mg,卫材,片,0.3797,0.3797,1,6mg,片,A,A,A01,A01,C,2011/8/31 23:59,,,,4
2705,1300004000,200mg,瑞阳制药,支,20.87,20.87,1,200mg,支,A,A,A01,A01,C,2011/8/31 23:59,,,,4
2706,700000200,50mg*30,拜耳医药,盒,64.52,64.52,30,50mg,片,A,A,A01,A01,C,2011/8/31 23:59,,,,4
2707,700000200,50mg,拜耳医药,片,2.1507,2.1507,1,50mg,片,A,A,A01,A01,C,2011/8/31 23:59,,,,4
2708,700001600,40mg*16,南京欧加,盒,32.09,32.09,16,40mg,丸,A,A,A01,A01,C,2011/8/31 23:59,2016/10/9 14:33,,,4
2709,700001600,40mg,南京欧加,丸,2.0056,2.0056,1,40mg,丸,A,A,A01,A01,C,2011/8/31 23:59,2016/10/9 14:33,,,4
2710,700002500,40mg,比利时辉瑞,瓶,26.35,26.35,1,40mg,瓶,A,A,A01,A01,C,2011/8/31 23:59,,,,4
2711,500000200,0.25μg*10,上海罗氏,盒,59.83,59.83,10,0.25μg,丸,A,A,A01,A01,C,2011/8/31 23:59,,,,4
2712,500000200,0.25μg,上海罗氏,丸,5.983,5.983,1,0.25μg,丸,A,A,A01,A01,C,2011/8/31 23:59,,,,4
2713,1700000500,14g,惠氏制药,支,36.43,36.43,1,14g,支,A,A,A01,A01,C,2011/8/31 23:59,,,,4
2714,1600000800,100mg,上海现代,支,0.14,0.14,1,100mg,支,A,A,A01,A01,C,2011/10/25 9:15,,,Y,4
2715,800005800,1mg,南京易亨,支,126.7,126.7,1,1mg,支,A,A,A01,A01,C,2011/10/25 9:33,2014/8/1 16:47,,Y,4
2716,700006200,300iu:3ml,甘李药业,支,170,195.5,1,300iu:3ml,支,A,A,A01,A01,C,2011/10/25 10:41,2013/2/5 17:00,,Y,4
2717,300001300,0.1g*10,广州白云山,盒,13.09,15.05,10,0.1g,片,A,A,A01,A01,C,2011/11/5 17:00,2013/2/5 17:00,,,4
2718,300001300,0.1g,广州白云山,片,1.309,1.505,1,0.1g,片,A,A,A01,A01,C,2011/11/5 17:00,2013/2/5 17:00,,,4
2719,1700006600,20ml,上海运佳,瓶,2.8,2.8,1,20ml,瓶,A,A,A01,A01,C,2011/11/5 9:48,,,Y,4
2720,1200006000,25mg,西安利君沙,片,45.4,52.21,1,25mg,片,A,A,A01,A01,C,2011/12/13 10:33,2011/12/13 10:34,,Y,4
2721,1200006000,25mg*36,西安利君沙,盒,45.4,52.21,36,25mg,片,A,A,A01,A01,C,2011/12/13 10:33,2012/5/10 8:30,,Y,4
2722,1200006000,25mg,西安利君沙,片,1.2611,1.4503,1,25mg,片,A,A,A01,A01,C,2011/12/13 10:34,2012/5/10 8:30,,Y,4
2723,1200001000,80mg,辽宁诺维诺,瓶,29.57,29.57,1,80mg,瓶,A,A,A01,A01,C,2013/4/10 16:13,2014/9/1 17:00,,Y,4
2724,600000400,20g,海南海灵,瓶,128.695,128.695,1,20g,瓶,A,A,A01,A01,C,2013/4/22 10:29,2014/8/1 16:47,,Y,4
2725,600000900,5g,成都蓉生,瓶,220,220,1,5g,瓶,A,A,A01,A01,C,2013/5/21 15:06,,,Y,4
2726,1700006900,3ml,漳州水仙,盒,3.3,3.3,1,3ml,盒,A,A,A01,A01,C,2013/5/21 17:00,,,,4
2727,2000870010,0.7g/10g,广东一方,包,5.85,7.605,1,0.7g/10g,包,C,C,A03,A03,E,2013/6/4 8:28,2016/7/12 16:28,7.605,Y,4
2728,2000870011,10g,鹰潭医药,袋,15.65,18.78,1,10g,袋,C,C,A03,A03,E,2013/7/30 10:50,,,Y,4
2729,2000870012,10g,鹰潭医药,袋,15.83,18.996,1,10g,袋,C,C,A03,A03,E,2013/7/30 10:52,,,Y,4
2730,2000870013,3g,鹰潭医药,袋,40.5,48.6,1,3g,袋,C,C,A03,A03,E,2013/7/30 10:53,,,Y,4
2731,2000870014,10g,鹰潭医药,袋,13.87,16.644,1,10g,袋,C,C,A03,A03,E,2013/7/30 10:54,,,Y,4
2732,2000870015,10g,鹰潭医药,袋,15.29,18.348,1,10g,袋,C,C,A03,A03,E,2013/7/30 10:55,,,Y,4
2733,2000870016,3g,鹰潭医药,袋,16.54,19.848,1,3g,袋,C,C,A03,A03,E,2013/7/30 10:55,,,Y,4
2734,2000870017,1g,鹰潭医药,瓶,61.04,73.248,1,1g,瓶,C,C,A03,A03,E,2013/7/30 10:56,,,Y,4
2735,400002800,5mg,扬子江江苏,支,104.35,104.35,1,5mg,支,A,A,A01,A01,C,2013/8/27 17:00,2013/12/23 17:00,,,4
2736,101006800,0.2g:100ml,四川科伦,袋,11.45,11.45,1,0.2g:100ml,袋,A,A,A01,A01,C,2013/9/10 16:26,,,Y,4
